id;nocivq;nocivqsuf;odorecnorm;adresse;secteur;codpos
12906;1086; ;7e Rue;1086, 7e Rue;Val-d'Or;J9P3R5
12907;1086; ;Rue des Manufacturiers;1086, Rue des Manufacturiers;Val-d'Or;J9P6Y8
12908;1086; ;Boulevard des Pins;1086, Boulevard des Pins;Val-d'Or;J9P5E7
12909;1087; ;Rue Montgomery;1087, Rue Montgomery;Val-d'Or;J9P1X9
12910;1087; ;Boulevard des Pins;1087, Boulevard des Pins;Val-d'Or;J9P4T2
12911;1087; ;Rue du Nickel;1087, Rue du Nickel;Val-d'Or;J9P5W6
12912;1087; ;8e Rue;1087, 8e Rue;Val-d'Or;J9P3N4
12913;1088; ;Rue du Nickel;1088, Rue du Nickel;Val-d'Or;J9P5W8
12914;1088; ;Boulevard des Pins;1088, Boulevard des Pins;Val-d'Or;J9P5E7
12915;1088; ;1e Rue;1088, 1e Rue;Val-d'Or;J9P4E5
12916;1088;A;Boulevard des Pins;1088, Boulevard des Pins;Val-d'Or;J9P5E7
12917;1088; ;Chemin du Lac-Simard;1088, Chemin du Lac-Simard;Val-d'Or;J9P7A6
12918;1089; ;2e Rue;1089, 2e Rue;Val-d'Or;J9P4C6
12919;1089; ;1e Avenue;1089, 1e Avenue;Val-d'Or;J9P1Z2
12920;1089; ;1e Rue;1089, 1e Rue;Val-d'Or;J9P4E3
12921;1089;A;1e Rue;1089, 1e Rue;Val-d'Or;J9P4E3
12922;1089; ;3e Avenue;1089, 3e Avenue;Val-d'Or;J9P1T5
12923;1089;B;1e Rue;1089, 1e Rue;Val-d'Or;J9P4E3
12924;1089;C;1e Rue;1089, 1e Rue;Val-d'Or;J9P4E3
12925;1089; ;Route de Saint-Philippe;1089, Route de Saint-Philippe;Dubuisson;J9P4N7
12926;1089;A;1e Avenue;1089, 1e Avenue;Val-d'Or;J9P1Z2
12927;1090; ;1e Avenue;1090, 1e Avenue;Val-d'Or;J9P1Z3
12928;1090; ;1e Rue;1090, 1e Rue;Val-d'Or;J9P4E5
12929;1091; ;Rue du Nickel;1091, Rue du Nickel;Val-d'Or;J9P5W6
12930;1092; ;Avenue BÈrard;1092, Avenue BÈrard;Val-d'Or;J9P3T9
12931;1092; ;Rue du Nickel;1092, Rue du Nickel;Val-d'Or;J9P5W8
12932;1092; ;7e Rue;1092, 7e Rue;Val-d'Or;J9P3R5
12933;1092; ;Chemin du Lac-Simard;1092, Chemin du Lac-Simard;Val-d'Or;J9P7A6
12934;1094; ;7e Rue;1094, 7e Rue;Val-d'Or;J9P3R5
12935;1094; ;1e Avenue;1094, 1e Avenue;Val-d'Or;J9P1Z3
12936;1094; ;3e Avenue;1094, 3e Avenue;Val-d'Or;J9P1T6
12937;1094;A;1e Avenue;1094, 1e Avenue;Val-d'Or;J9P1Z3
12938;1095; ;Rue de l'Escale;1095, Rue de l'Escale;Val-d'Or;J9P4G7
12939;1095; ;Boulevard des Pins;1095, Boulevard des Pins;Val-d'Or;J9P4T2
12940;1095; ;4e Avenue;1095, 4e Avenue;Val-d'Or;J9P1J9
12941;1095; ;Rue LÈo-Fournier;1095, Rue LÈo-Fournier;Val-d'Or;J9P6X6
12942;1095; ;Rue du Nickel;1095, Rue du Nickel;Val-d'Or;J9P5W6
12943;1095; ;3e Avenue;1095, 3e Avenue;Val-d'Or;J9P1T5
12944;1095; ;3e Rue;1095, 3e Rue;Val-d'Or;J9P4A9
12945;1095; ;1e Avenue;1095, 1e Avenue;Val-d'Or;J9P1Z2
12946;1095; ;5e Avenue;1095, 5e Avenue;Val-d'Or;J9P1C6
12947;1095;A;5e Avenue;1095, 5e Avenue;Val-d'Or;J9P1C6
12948;1095;B;5e Avenue;1095, 5e Avenue;Val-d'Or;J9P1C6
12949;1095;C;5e Avenue;1095, 5e Avenue;Val-d'Or;J9P1C6
12950;1096; ;2e Rue;1096, 2e Rue;Val-d'Or;J9P4C7
12951;1096; ;Rue LÈo-Fournier;1096, Rue LÈo-Fournier;Val-d'Or;J9P6X8
12952;1096; ;Rue du Nickel;1096, Rue du Nickel;Val-d'Or;J9P5W8
12953;1096; ;1e Avenue;1096, 1e Avenue;Val-d'Or;J9P1Z3
12954;1096; ;Chemin du Lac-Simard;1096, Chemin du Lac-Simard;Val-d'Or;J9P7A6
12955;1097; ;5e Avenue;1097, 5e Avenue;Val-d'Or;J9P1C6
12956;1097; ;2e Rue;1097, 2e Rue;Val-d'Or;J9P4C6
12957;1097; ;3e Rue;1097, 3e Rue;Val-d'Or;J9P4A9
12958;1097; ;Rue de l'Escale;1097, Rue de l'Escale;Val-d'Or;J9P4G7
12959;1098; ;1e Rue;1098, 1e Rue;Val-d'Or;J9P4E5
12960;1098; ;1e Avenue;1098, 1e Avenue;Val-d'Or;J9P1Z3
12961;1099; ;1e Rue;1099, 1e Rue;Val-d'Or;J9P4E3
12962;1099; ;Rue du Nickel;1099, Rue du Nickel;Val-d'Or;J9P5W6
12963;1099; ;2e Rue;1099, 2e Rue;Val-d'Or;J9P4C6
12964;1099; ;3e Rue;1099, 3e Rue;Val-d'Or;J9P4A9
12965;1099; ;1e Avenue;1099, 1e Avenue;Val-d'Or;J9P1Z2
12966;1099;A;1e Rue;1099, 1e Rue;Val-d'Or;J9P4E3
12967;1099; ;5e Avenue;1099, 5e Avenue;Val-d'Or;J9P1C6
12968;1100; ;6e Rue;1100, 6e Rue;Val-d'Or;J9P3W6
12969;1100; ;Rue de l'Escale;1100, Rue de l'Escale;Val-d'Or;J9P4G8
12970;1100; ;Rue Germain;1100, Rue Germain;Val-d'Or;J9P5T6
12971;1100; ;Avenue BÈrard;1100, Avenue BÈrard;Val-d'Or;J9P3T9
12972;1100; ;1e Rue;1100, 1e Rue;Val-d'Or;J9P4E5
12973;1100; ;Rue du Nickel;1100, Rue du Nickel;Val-d'Or;J9P5W8
12974;1100; ;Rue LÈo-Fournier;1100, Rue LÈo-Fournier;Val-d'Or;J9P6X8
12975;1100; ;Rue des Manufacturiers;1100, Rue des Manufacturiers;Val-d'Or;J9P6Y8
12976;1100; ;1e Avenue;1100, 1e Avenue;Val-d'Or;J9P1Z3
12977;1100; ;3e Avenue;1100, 3e Avenue;Val-d'Or;J9P1T6
12978;1100; ;Chemin de Saint-Edmond;1100, Chemin de Saint-Edmond;Val-Senneville;J9P0C1
12979;1100; ;3e Avenue Est;1100, 3e Avenue Est;Val-d'Or;J9P0J6
12980;1100; ;Chemin du Lac-Simard;1100, Chemin du Lac-Simard;Val-d'Or;J9P7A6
12981;1101; ;Rue des Manufacturiers;1101, Rue des Manufacturiers;Val-d'Or;J9P6Y7
12982;1101; ;4e Avenue;1101, 4e Avenue;Val-d'Or;J9P1J9
12983;1101; ;Route de Saint-Philippe;1101, Route de Saint-Philippe;Dubuisson;J9P4N7
12984;1101; ;3e Avenue Est;1101, 3e Avenue Est;Val-d'Or;J9P0J7
12985;1103; ;Boulevard des Pins;1103, Boulevard des Pins;Val-d'Or;J9P4T2
12986;1103; ;2e Avenue;1103, 2e Avenue;Val-d'Or;J9P1X4
12987;1103; ;4e Avenue;1103, 4e Avenue;Val-d'Or;J9P1J9
12988;1104; ;Boulevard des Pins;1104, Boulevard des Pins;Val-d'Or;J9P4Y3
12989;1104;B;Boulevard des Pins;1104, Boulevard des Pins;Val-d'Or;J9P4Y3
12990;1104; ;Chemin du Lac-Simard;1104, Chemin du Lac-Simard;Val-d'Or;J9P7A6
12991;1105; ;5e Avenue;1105, 5e Avenue;Val-d'Or;J9P1C6
12992;1105; ;5e Rue;1105, 5e Rue;Val-d'Or;J9P3Z4
12993;1105; ;3e Rue;1105, 3e Rue;Val-d'Or;J9P4A9
12994;1105; ;4e Avenue;1105, 4e Avenue;Val-d'Or;J9P1J9
12995;1105; ;1e Avenue;1105, 1e Avenue;Val-d'Or;J9P1Z2
12996;1105; ;2e Avenue;1105, 2e Avenue;Val-d'Or;J9P1X4
12997;1105;A;1e Avenue;1105, 1e Avenue;Val-d'Or;J9P1Z2
12998;1105;C;1e Avenue;1105, 1e Avenue;Val-d'Or;J9P1Z2
12999;1105;B;1e Avenue;1105, 1e Avenue;Val-d'Or;J9P1Z2
13000;1105;A;5e Avenue;1105, 5e Avenue;Val-d'Or;J9P1C6
13001;1105;B;5e Avenue;1105, 5e Avenue;Val-d'Or;J9P1C6
13002;1105; ;1e Rue;1105, 1e Rue;Val-d'Or;J9P4E3
13003;1106; ;5e Rue;1106, 5e Rue;Val-d'Or;J9P3Z5
13004;1106; ;5e Avenue;1106, 5e Avenue;Val-d'Or;J9P1C5
13005;1107; ;1e Avenue;1107, 1e Avenue;Val-d'Or;J9P1Z2
13006;1107; ;2e Avenue;1107, 2e Avenue;Val-d'Or;J9P1X4
13007;1107;B;1e Avenue;1107, 1e Avenue;Val-d'Or;J9P1Z2
13008;1107;A;1e Avenue;1107, 1e Avenue;Val-d'Or;J9P1Z2
13009;1107; ;1e Rue;1107, 1e Rue;Val-d'Or;J9P4E3
13010;1108; ;Avenue BÈrard;1108, Avenue BÈrard;Val-d'Or;J9P3T9
13011;1108; ;5e Rue;1108, 5e Rue;Val-d'Or;J9P3Z5
13012;1108; ;Route de Saint-Philippe;1108, Route de Saint-Philippe;Dubuisson;J9P4N7
13013;1108; ;Chemin du Lac-Simard;1108, Chemin du Lac-Simard;Val-d'Or;J9P7A6
13014;1109; ;2e Rue;1109, 2e Rue;Val-d'Or;J9P4C6
13015;1110; ;Rue des Manufacturiers;1110, Rue des Manufacturiers;Val-d'Or;J9P6Y8
13016;1110; ;4e Avenue;1110, 4e Avenue;Val-d'Or;J9P1J8
13017;1110; ;5e Rue;1110, 5e Rue;Val-d'Or;J9P3Z5
13018;1111; ;Boulevard des Pins;1111, Boulevard des Pins;Val-d'Or;J9P4T2
13019;1111; ;Rue des Foreurs;1111, Rue des Foreurs;Val-d'Or;J9P6X9
13020;1111; ;4e Avenue;1111, 4e Avenue;Val-d'Or;J9P1K1
13021;1111; ;2e Rue;1111, 2e Rue;Val-d'Or;J9P4C6
13022;1111; ;Boulevard Barrette;1111, Boulevard Barrette;Val-d'Or;J9P0J8
13023;1111; ;Rue de l'Escale;1111, Rue de l'Escale;Val-d'Or;J9P4G7
13024;1112; ;2e Rue;1112, 2e Rue;Val-d'Or;J9P4C7
13025;1112; ;Boulevard des Pins;1112, Boulevard des Pins;Val-d'Or;J9P4Y3
13026;1112; ;Avenue de Carillon;1112, Avenue de Carillon;Val-d'Or;J9P1C7
13027;1112; ;4e Avenue;1112, 4e Avenue;Val-d'Or;J9P1J8
13028;1112; ;5e Rue;1112, 5e Rue;Val-d'Or;J9P3Z5
13029;1112; ;Chemin du Lac-Simard;1112, Chemin du Lac-Simard;Val-d'Or;J9P7A6
13030;1113; ;2e Rue;1113, 2e Rue;Val-d'Or;J9P4C6
13031;1113; ;1e Rue;1113, 1e Rue;Val-d'Or;J9P4E3
13032;1114; ;1e Rue;1114, 1e Rue;Val-d'Or;J9P4E5
13033;1114; ;5e Rue;1114, 5e Rue;Val-d'Or;J9P3Z5
13034;1115; ;Route de Saint-Philippe;1115, Route de Saint-Philippe;Dubuisson;J9P4N7
13035;1115; ;2e Avenue;1115, 2e Avenue;Val-d'Or;J9P1X5
13036;1115; ;2e Rue;1115, 2e Rue;Val-d'Or;J9P4C6
13037;1115; ;4e Avenue;1115, 4e Avenue;Val-d'Or;J9P1K1
13038;1115; ;1e Rue;1115, 1e Rue;Val-d'Or;J9P4E3
13039;1116; ;Avenue BÈrard;1116, Avenue BÈrard;Val-d'Or;J9P3T9
13040;1116; ;4e Avenue;1116, 4e Avenue;Val-d'Or;J9P1K2
13041;1116; ;2e Rue;1116, 2e Rue;Val-d'Or;J9P4C7
13042;1116;A;2e Rue;1116, 2e Rue;Val-d'Or;J9P4C7
13043;1116;A;4e Avenue;1116, 4e Avenue;Val-d'Or;J9P1K2
13044;1117; ;Rue des Manufacturiers;1117, Rue des Manufacturiers;Val-d'Or;J9P6Y7
13045;1117; ;1e Rue;1117, 1e Rue;Val-d'Or;J9P4E3
13046;1117; ;4e Avenue;1117, 4e Avenue;Val-d'Or;J9P1K1
13047;1117; ;3e Avenue;1117, 3e Avenue;Val-d'Or;J9P1T7
13048;1118; ;Chemin Sullivan;1118, Chemin Sullivan;Val-d'Or;J9P1L3
13049;1119; ;Boulevard des Pins;1119, Boulevard des Pins;Val-d'Or;J9P4T2
13050;1119; ;Avenue de Carillon;1119, Avenue de Carillon;Val-d'Or;J9P1C8
13051;1119; ;4e Avenue;1119, 4e Avenue;Val-d'Or;J9P1K1
13052;1120; ;Boulevard des Pins;1120, Boulevard des Pins;Val-d'Or;J9P4Y3
13053;1120; ;4e Avenue;1120, 4e Avenue;Val-d'Or;J9P1K2
13054;1120; ;Chemin Sullivan;1120, Chemin Sullivan;Val-d'Or;J9P1L3
13055;1120; ;2e Avenue;1120, 2e Avenue;Val-d'Or;J9P1X6
13056;1121; ;1e Rue;1121, 1e Rue;Val-d'Or;J9P4E3
13057;1121; ;2e Rue;1121, 2e Rue;Val-d'Or;J9P4C6
13058;1121; ;3e Rue;1121, 3e Rue;Val-d'Or;J9P4A9
13059;1121; ;6e Rue;1121, 6e Rue;Val-d'Or;J9P3W8
13060;1121;A;3e Avenue;1121, 3e Avenue;Val-d'Or;J9P1T7
13061;1121; ;3e Avenue;1121, 3e Avenue;Val-d'Or;J9P1T7
13062;1121;A;3e Rue;1121, 3e Rue;Val-d'Or;J9P4A9
13063;1122; ;1e Rue;1122, 1e Rue;Val-d'Or;J9P4E5
13064;1122; ;8e Rue;1122, 8e Rue;Val-d'Or;J9P3N6
13065;1122; ;Chemin Sullivan;1122, Chemin Sullivan;Val-d'Or;J9P1L3
13066;1122;A;Chemin Sullivan;1122, Chemin Sullivan;Val-d'Or;J9P1L3
13067;1123;A;6e Rue;1123, 6e Rue;Val-d'Or;J9P3W8
13068;1123; ;6e Rue;1123, 6e Rue;Val-d'Or;J9P3W8
13069;1123; ;8e Rue;1123, 8e Rue;Val-d'Or;J9P6A6
13070;1123; ;Chemin de la Baie-CarriËre;1123, Chemin de la Baie-CarriËre;Val-d'Or;J9P7A5
13071;1124; ;Avenue BÈrard;1124, Avenue BÈrard;Val-d'Or;J9P3T9
13072;1124; ;Chemin Sullivan;1124, Chemin Sullivan;Val-d'Or;J9P1L3
13073;1124;A;Chemin Sullivan;1124, Chemin Sullivan;Val-d'Or;J9P1L3
13074;1125; ;Chemin Sullivan;1125, Chemin Sullivan;Val-d'Or;J9P1L4
13075;1125; ;Rue Jules-Brisebois;1125, Rue Jules-Brisebois;Val-d'Or;J9P6X3
13076;1125; ;6e Rue;1125, 6e Rue;Val-d'Or;J9P3W8
13077;1125; ;Avenue de Carillon;1125, Avenue de Carillon;Val-d'Or;J9P1C8
13078;1125; ;3e Avenue;1125, 3e Avenue;Val-d'Or;J9P1T7
13079;1126; ;2e Rue;1126, 2e Rue;Val-d'Or;J9P4C7
13080;1126; ;7e Rue;1126, 7e Rue;Val-d'Or;J9P3R6
13081;1126; ;8e Rue;1126, 8e Rue;Val-d'Or;J9P3N6
13082;1126; ;2e Avenue;1126, 2e Avenue;Val-d'Or;J9P1X6
13083;1127; ;Boulevard des Pins;1127, Boulevard des Pins;Val-d'Or;J9P4T2
13084;1127; ;4e Avenue;1127, 4e Avenue;Val-d'Or;J9P1K1
13085;1127; ;Avenue de Carillon;1127, Avenue de Carillon;Val-d'Or;J9P1C8
13086;1128; ;Boulevard des Pins;1128, Boulevard des Pins;Val-d'Or;J9P4Y3
13087;1128; ;4e Avenue;1128, 4e Avenue;Val-d'Or;J9P1K2
13088;1128; ;Avenue de Carillon;1128, Avenue de Carillon;Val-d'Or;J9P1C7
13089;1128; ;2e Avenue;1128, 2e Avenue;Val-d'Or;J9P1X6
13090;1128;A;Boulevard des Pins;1128, Boulevard des Pins;Val-d'Or;J9P4Y3
13091;1129; ;Avenue de Carillon;1129, Avenue de Carillon;Val-d'Or;J9P1C8
13092;1129;B;Avenue de Carillon;1129, Avenue de Carillon;Val-d'Or;J9P1C8
13093;1130; ;Chemin Sullivan;1130, Chemin Sullivan;Val-d'Or;J9P1L3
13094;1130; ;Avenue de Carillon;1130, Avenue de Carillon;Val-d'Or;J9P1C7
13095;1130; ;8e Rue;1130, 8e Rue;Val-d'Or;J9P3N6
13096;1130; ;1e Rue;1130, 1e Rue;Val-d'Or;J9P4E5
13097;1130;A;2e Avenue;1130, 2e Avenue;Val-d'Or;J9P1X6
13098;1130;B;2e Avenue;1130, 2e Avenue;Val-d'Or;J9P1X6
13099;1130; ;2e Avenue;1130, 2e Avenue;Val-d'Or;J9P1X6
13100;1131; ;2e Avenue;1131, 2e Avenue;Val-d'Or;J9P1X5
13101;1131; ;Chemin de la Baie-CarriËre;1131, Chemin de la Baie-CarriËre;Val-d'Or;J9P7G3
13102;1131; ;3e Avenue;1131, 3e Avenue;Val-d'Or;J9P1T7
13103;1132; ;8e Rue;1132, 8e Rue;Val-d'Or;J9P3N6
13104;1132; ;Route de Saint-Philippe;1132, Route de Saint-Philippe;Dubuisson;J9P4N7
13105;1132; ;Avenue BÈrard;1132, Avenue BÈrard;Val-d'Or;J9P3T9
13106;1132; ;Avenue de Carillon;1132, Avenue de Carillon;Val-d'Or;J9P1C7
13107;1132; ;1e Rue;1132, 1e Rue;Val-d'Or;J9P4E5
13108;1133; ;8e Rue;1133, 8e Rue;Val-d'Or;J9P6A6
13109;1133; ;3e Avenue;1133, 3e Avenue;Val-d'Or;J9P1T7
13110;1133; ;Chemin de la Baie-CarriËre;1133, Chemin de la Baie-CarriËre;Val-d'Or;J9P7G3
13111;1134; ;Avenue de Carillon;1134, Avenue de Carillon;Val-d'Or;J9P1C7
13112;1134; ;1e Rue;1134, 1e Rue;Val-d'Or;J9P4E5
13113;1135; ;Route de Saint-Philippe;1135, Route de Saint-Philippe;Dubuisson;J9P4N7
13114;1135; ;2e Avenue;1135, 2e Avenue;Val-d'Or;J9P1X5
13115;1135; ;Boulevard des Pins;1135, Boulevard des Pins;Val-d'Or;J9P4T2
13116;1135; ;Avenue de Carillon;1135, Avenue de Carillon;Val-d'Or;J9P1C8
13117;1135; ;4e Avenue;1135, 4e Avenue;Val-d'Or;J9P1K1
13118;1135;A;2e Avenue;1135, 2e Avenue;Val-d'Or;J9P1X5
13119;1135;B;2e Avenue;1135, 2e Avenue;Val-d'Or;J9P1X5
13120;1135;D;2e Avenue;1135, 2e Avenue;Val-d'Or;J9P1X5
13121;1135;C;2e Avenue;1135, 2e Avenue;Val-d'Or;J9P1X5
13122;1135; ;3e Avenue;1135, 3e Avenue;Val-d'Or;J9P1T7
13123;1136; ;Boulevard des Pins;1136, Boulevard des Pins;Val-d'Or;J9P4Y3
13124;1136; ;2e Rue;1136, 2e Rue;Val-d'Or;J9P4C7
13125;1136; ;4e Avenue;1136, 4e Avenue;Val-d'Or;J9P1K2
13126;1136; ;Chemin Sullivan;1136, Chemin Sullivan;Val-d'Or;J9P1L3
13127;1136;A;4e Avenue;1136, 4e Avenue;Val-d'Or;J9P1K2
13128;1136; ;Avenue de Carillon;1136, Avenue de Carillon;Val-d'Or;J9P1C7
13129;1136; ;1e Rue;1136, 1e Rue;Val-d'Or;J9P4E5
13130;1136;A;2e Rue;1136, 2e Rue;Val-d'Or;J9P4C7
13131;1136;B;4e Avenue;1136, 4e Avenue;Val-d'Or;J9P1K2
13132;1136;C;4e Avenue;1136, 4e Avenue;Val-d'Or;J9P1K2
13133;1136;B;Avenue de Carillon;1136, Avenue de Carillon;Val-d'Or;J9P1C7
13134;1136; ;2e Avenue;1136, 2e Avenue;Val-d'Or;J9P1X6
13135;1137; ;4e Avenue;1137, 4e Avenue;Val-d'Or;J9P1K1
13136;1137;A;3e Avenue;1137, 3e Avenue;Val-d'Or;J9P1T7
13137;1137; ;3e Avenue;1137, 3e Avenue;Val-d'Or;J9P1T7
13138;1137; ;3e Rue;1137, 3e Rue;Val-d'Or;J9P4A9
13139;1138; ;1e Rue;1138, 1e Rue;Val-d'Or;J9P4E5
13140;1138; ;Chemin Sullivan;1138, Chemin Sullivan;Val-d'Or;J9P1L3
13141;1138; ;Avenue de Carillon;1138, Avenue de Carillon;Val-d'Or;J9P1C7
13142;1139; ;4e Avenue;1139, 4e Avenue;Val-d'Or;J9P1K1
13143;1139; ;3e Avenue;1139, 3e Avenue;Val-d'Or;J9P1T7
13144;1139; ;3e Rue;1139, 3e Rue;Val-d'Or;J9P4A9
13145;1140; ;3e Avenue;1140, 3e Avenue;Val-d'Or;J9P1T8
13146;1140; ;4e Rue;1140, 4e Rue;Val-d'Or;J9P6S8
13147;1140; ;Avenue BÈrard;1140, Avenue BÈrard;Val-d'Or;J9P3T9
13148;1140; ;1e Rue;1140, 1e Rue;Val-d'Or;J9P4E5
13149;1140;B;Chemin Sullivan;1140, Chemin Sullivan;Val-d'Or;J9P1L3
13150;1140; ;Avenue de Carillon;1140, Avenue de Carillon;Val-d'Or;J9P1C7
13151;1140; ;Chemin Sullivan;1140, Chemin Sullivan;Val-d'Or;J9P1L3
13152;1140;A;Chemin Sullivan;1140, Chemin Sullivan;Val-d'Or;J9P1L3
13153;1141; ;Avenue de Carillon;1141, Avenue de Carillon;Val-d'Or;J9P1C8
13154;1141; ;Rue des Manufacturiers;1141, Rue des Manufacturiers;Val-d'Or;J9P6Y7
13155;1141; ;4e Avenue;1141, 4e Avenue;Val-d'Or;J9P1K1
13156;1141; ;Rue des Foreurs;1141, Rue des Foreurs;Val-d'Or;J9P6X9
13157;1141;A;4e Avenue;1141, 4e Avenue;Val-d'Or;J9P1K1
13158;1141;B;4e Avenue;1141, 4e Avenue;Val-d'Or;J9P1K1
13159;1141; ;Chemin de la Baie-CarriËre;1141, Chemin de la Baie-CarriËre;Val-d'Or;J9P7G3
13160;1142; ;1e Rue;1142, 1e Rue;Val-d'Or;J9P4E5
13161;1143; ;Rue des Foreurs;1143, Rue des Foreurs;Val-d'Or;J9P6X9
13162;1143; ;4e Avenue;1143, 4e Avenue;Val-d'Or;J9P1K1
13163;1143;D;3e Avenue;1143, 3e Avenue;Val-d'Or;J9P1T7
13164;1143;B;3e Avenue;1143, 3e Avenue;Val-d'Or;J9P1T7
13165;1143;C;3e Avenue;1143, 3e Avenue;Val-d'Or;J9P1T7
13166;1143;A;3e Avenue;1143, 3e Avenue;Val-d'Or;J9P1T7
13167;1143; ;3e Avenue;1143, 3e Avenue;Val-d'Or;J9P1T7
13168;1143; ;Route de Saint-Philippe;1143, Route de Saint-Philippe;Dubuisson;J9P4N7
13169;1143; ;Chemin de la Baie-CarriËre;1143, Chemin de la Baie-CarriËre;Val-d'Or;J9P7G3
13170;1143; ;3e Rue;1143, 3e Rue;Val-d'Or;J9P4A9
13171;1144; ;Boulevard des Pins;1144, Boulevard des Pins;Val-d'Or;J9P4Y3
13172;1144; ;Chemin Sullivan;1144, Chemin Sullivan;Val-d'Or;J9P1L3
13173;1144; ;4e Avenue;1144, 4e Avenue;Val-d'Or;J9P1K2
13174;1144; ;1e Rue;1144, 1e Rue;Val-d'Or;J9P4E5
13175;1144; ;4e Rue;1144, 4e Rue;Val-d'Or;J9P6S8
13176;1144; ;2e Avenue;1144, 2e Avenue;Val-d'Or;J9P1X6
13177;1145; ;Chemin Sullivan;1145, Chemin Sullivan;Val-d'Or;J9P1L4
13178;1145; ;Rue des Foreurs;1145, Rue des Foreurs;Val-d'Or;J9P6X9
13179;1145; ;3e Avenue;1145, 3e Avenue;Val-d'Or;J9P1T7
13180;1145;B;3e Avenue;1145, 3e Avenue;Val-d'Or;J9P1T7
13181;1145;A;3e Avenue;1145, 3e Avenue;Val-d'Or;J9P1T7
13182;1145; ;4e Avenue;1145, 4e Avenue;Val-d'Or;J9P1K1
13183;1145; ;4e Rue;1145, 4e Rue;Val-d'Or;J9P6W3
13184;1146; ;1e Rue;1146, 1e Rue;Val-d'Or;J9P4E5
13185;1146; ;3e Rue;1146, 3e Rue;Val-d'Or;J9P4V8
13186;1146; ;Chemin Sullivan;1146, Chemin Sullivan;Val-d'Or;J9P1L3
13187;1146; ;2e Avenue;1146, 2e Avenue;Val-d'Or;J9P1X6
13188;1147;A;3e Avenue;1147, 3e Avenue;Val-d'Or;J9P1T7
13189;1147;B;3e Avenue;1147, 3e Avenue;Val-d'Or;J9P1T7
13190;1147;D;3e Avenue;1147, 3e Avenue;Val-d'Or;J9P1T7
13191;1147; ;3e Avenue;1147, 3e Avenue;Val-d'Or;J9P1T7
13192;1147;C;3e Avenue;1147, 3e Avenue;Val-d'Or;J9P1T7
13193;1147; ;4e Avenue;1147, 4e Avenue;Val-d'Or;J9P1K1
13194;1148; ;Avenue BÈrard;1148, Avenue BÈrard;Val-d'Or;J9P3T9
13195;1148; ;2e Avenue;1148, 2e Avenue;Val-d'Or;J9P1X6
13196;1149; ;Avenue de Carillon;1149, Avenue de Carillon;Val-d'Or;J9P1C8
13197;1149; ;4e Avenue;1149, 4e Avenue;Val-d'Or;J9P1K1
13198;1149;B;3e Avenue;1149, 3e Avenue;Val-d'Or;J9P1T7
13199;1149;A;3e Avenue;1149, 3e Avenue;Val-d'Or;J9P1T7
13200;1149;C;3e Avenue;1149, 3e Avenue;Val-d'Or;J9P1T7
13201;1149; ;3e Avenue;1149, 3e Avenue;Val-d'Or;J9P1T7
13202;1149; ;Chemin de la Baie-CarriËre;1149, Chemin de la Baie-CarriËre;Val-d'Or;J9P7G3
13203;1150; ;Rue de l'Escale;1150, Rue de l'Escale;Val-d'Or;J9P4G8
13204;1150; ;Avenue de Carillon;1150, Avenue de Carillon;Val-d'Or;J9P1C7
13205;1150; ;2e Avenue;1150, 2e Avenue;Val-d'Or;J9P1X6
13206;1151; ;Rue de l'Escale;1151, Rue de l'Escale;Val-d'Or;J9P4G7
13207;1151;A;Rue des Foreurs;1151, Rue des Foreurs;Val-d'Or;J9P6X9
13208;1151; ;Rue des Foreurs;1151, Rue des Foreurs;Val-d'Or;J9P6X9
13209;1151; ;3e Avenue;1151, 3e Avenue;Val-d'Or;J9P1T7
13210;1151; ;Chemin de la Baie-CarriËre;1151, Chemin de la Baie-CarriËre;Val-d'Or;J9P7A5
13211;1152; ;4e Avenue;1152, 4e Avenue;Val-d'Or;J9P1K2
13212;1152; ;3e Avenue;1152, 3e Avenue;Val-d'Or;J9P1T8
13213;1153; ;4e Avenue;1153, 4e Avenue;Val-d'Or;J9P1K1
13214;1153; ;Rue des Foreurs;1153, Rue des Foreurs;Val-d'Or;J9P6X9
13215;1154; ;Chemin Sullivan;1154, Chemin Sullivan;Val-d'Or;J9P1L3
13216;1154; ;3e Avenue;1154, 3e Avenue;Val-d'Or;J9P1T8
13217;1155; ;2e Avenue;1155, 2e Avenue;Val-d'Or;J9P1X5
13218;1155; ;Rue des Foreurs;1155, Rue des Foreurs;Val-d'Or;J9P6X9
13219;1155; ;Chemin Sullivan;1155, Chemin Sullivan;Val-d'Or;J9P1L4
13220;1155;A;Chemin Sullivan;1155, Chemin Sullivan;Val-d'Or;J9P1L4
13221;1155; ;Boulevard Barrette;1155, Boulevard Barrette;Val-d'Or;J9P7G6
13222;1155; ;Chemin de la Baie-CarriËre;1155, Chemin de la Baie-CarriËre;Val-d'Or;J9P7A5
13223;1156; ;4e Avenue;1156, 4e Avenue;Val-d'Or;J9P1K2
13224;1156; ;3e Avenue;1156, 3e Avenue;Val-d'Or;J9P1T8
13225;1156; ;2e Avenue;1156, 2e Avenue;Val-d'Or;J9P1X6
13226;1157; ;Avenue de Carillon;1157, Avenue de Carillon;Val-d'Or;J9P1C8
13227;1157; ;Chemin Sullivan;1157, Chemin Sullivan;Val-d'Or;J9P1L4
13228;1157; ;Chemin de la Baie-CarriËre;1157, Chemin de la Baie-CarriËre;Val-d'Or;J9P7G3
